Method Time Sample
METHOD_DEAFAULT-O(2N) 1323643 285000
METHOD_OPTMIZED-O(N) 550611 285000
METHOD_DEAFAULT-O(2N) 1254318 286000
METHOD_OPTMIZED-O(N) 496797 286000
METHOD_DEAFAULT-O(2N) 1369604 287000
METHOD_OPTMIZED-O(N) 509770 287000
METHOD_DEAFAULT-O(2N) 1661669 288000
METHOD_OPTMIZED-O(N) 533667 288000
METHOD_DEAFAULT-O(2N) 2779046 289000
METHOD_OPTMIZED-O(N) 562929 289000
METHOD_DEAFAULT-O(2N) 1219549 290000
METHOD_OPTMIZED-O(N) 507661 290000
METHOD_DEAFAULT-O(2N) 1253708 291000
METHOD_OPTMIZED-O(N) 573487 291000
METHOD_DEAFAULT-O(2N) 1168002 292000
METHOD_OPTMIZED-O(N) 566791 292000
METHOD_DEAFAULT-O(2N) 1195672 293000
METHOD_OPTMIZED-O(N) 561865 293000
METHOD_DEAFAULT-O(2N) 1183194 294000
METHOD_OPTMIZED-O(N) 557977 294000
METHOD_DEAFAULT-O(2N) 1218427 295000
METHOD_OPTMIZED-O(N) 589313 295000
METHOD_DEAFAULT-O(2N) 1216848 296000
METHOD_OPTMIZED-O(N) 566200 296000
METHOD_DEAFAULT-O(2N) 1164329 297000
METHOD_OPTMIZED-O(N) 547816 297000
METHOD_DEAFAULT-O(2N) 1227094 298000
METHOD_OPTMIZED-O(N) 585575 298000
METHOD_DEAFAULT-O(2N) 1213306 299000
METHOD_OPTMIZED-O(N) 567671 299000
METHOD_DEAFAULT-O(2N) 1223692 300000
METHOD_OPTMIZED-O(N) 560998 300000
METHOD_DEAFAULT-O(2N) 1261609 301000
METHOD_OPTMIZED-O(N) 578916 301000
METHOD_DEAFAULT-O(2N) 1255894 302000
METHOD_OPTMIZED-O(N) 573724 302000
METHOD_DEAFAULT-O(2N) 1245736 303000
METHOD_OPTMIZED-O(N) 571932 303000
METHOD_DEAFAULT-O(2N) 1267673 304000
METHOD_OPTMIZED-O(N) 567567 304000
METHOD_DEAFAULT-O(2N) 1247778 305000
METHOD_OPTMIZED-O(N) 556241 305000
METHOD_DEAFAULT-O(2N) 1292993 306000
METHOD_OPTMIZED-O(N) 604123 306000
METHOD_DEAFAULT-O(2N) 1223632 307000
METHOD_OPTMIZED-O(N) 556724 307000
METHOD_DEAFAULT-O(2N) 1365388 308000
METHOD_OPTMIZED-O(N) 621499 308000
METHOD_DEAFAULT-O(2N) 1402411 309000
METHOD_OPTMIZED-O(N) 636656 309000
METHOD_DEAFAULT-O(2N) 1348576 310000
METHOD_OPTMIZED-O(N) 595032 310000
METHOD_DEAFAULT-O(2N) 1405205 311000
METHOD_OPTMIZED-O(N) 617811 311000
METHOD_DEAFAULT-O(2N) 1388245 312000
METHOD_OPTMIZED-O(N) 630544 312000
METHOD_DEAFAULT-O(2N) 1383024 313000
METHOD_OPTMIZED-O(N) 639477 313000
METHOD_DEAFAULT-O(2N) 1348222 314000
METHOD_OPTMIZED-O(N) 615757 314000
METHOD_DEAFAULT-O(2N) 1388977 315000
METHOD_OPTMIZED-O(N) 630708 315000
METHOD_DEAFAULT-O(2N) 1362885 316000
METHOD_OPTMIZED-O(N) 604691 316000
METHOD_DEAFAULT-O(2N) 1456524 317000
METHOD_OPTMIZED-O(N) 659706 317000
METHOD_DEAFAULT-O(2N) 1420692 318000
METHOD_OPTMIZED-O(N) 641573 318000
METHOD_DEAFAULT-O(2N) 1435623 319000
METHOD_OPTMIZED-O(N) 647111 319000
METHOD_DEAFAULT-O(2N) 1441535 320000
METHOD_OPTMIZED-O(N) 656971 320000
METHOD_DEAFAULT-O(2N) 1475901 321000
METHOD_OPTMIZED-O(N) 664380 321000
METHOD_DEAFAULT-O(2N) 1553201 322000
METHOD_OPTMIZED-O(N) 680660 322000
METHOD_DEAFAULT-O(2N) 1549472 323000
METHOD_OPTMIZED-O(N) 670390 323000
METHOD_DEAFAULT-O(2N) 1595194 324000
METHOD_OPTMIZED-O(N) 669832 324000
METHOD_DEAFAULT-O(2N) 1819926 325000
METHOD_OPTMIZED-O(N) 701455 325000
METHOD_DEAFAULT-O(2N) 1998832 326000
METHOD_OPTMIZED-O(N) 614976 326000
METHOD_DEAFAULT-O(2N) 1434071 327000
METHOD_OPTMIZED-O(N) 652434 327000
METHOD_DEAFAULT-O(2N) 1460685 328000
METHOD_OPTMIZED-O(N) 643690 328000
METHOD_DEAFAULT-O(2N) 1299613 329000
METHOD_OPTMIZED-O(N) 643422 329000
METHOD_DEAFAULT-O(2N) 1351295 330000
METHOD_OPTMIZED-O(N) 659387 330000
METHOD_DEAFAULT-O(2N) 1324998 331000
METHOD_OPTMIZED-O(N) 652565 331000
METHOD_DEAFAULT-O(2N) 1327488 332000
METHOD_OPTMIZED-O(N) 653425 332000
METHOD_DEAFAULT-O(2N) 1373255 333000
METHOD_OPTMIZED-O(N) 667530 333000
METHOD_DEAFAULT-O(2N) 1361452 334000
METHOD_OPTMIZED-O(N) 649747 334000
METHOD_DEAFAULT-O(2N) 1394980 335000
METHOD_OPTMIZED-O(N) 660609 335000
METHOD_DEAFAULT-O(2N) 1381779 336000
METHOD_OPTMIZED-O(N) 655753 336000
METHOD_DEAFAULT-O(2N) 1418250 337000
METHOD_OPTMIZED-O(N) 677388 337000
METHOD_DEAFAULT-O(2N) 1372921 338000
METHOD_OPTMIZED-O(N) 652960 338000
METHOD_DEAFAULT-O(2N) 1423425 339000
METHOD_OPTMIZED-O(N) 668245 339000
METHOD_DEAFAULT-O(2N) 1493994 340000
METHOD_OPTMIZED-O(N) 690957 340000
METHOD_DEAFAULT-O(2N) 1510509 341000
METHOD_OPTMIZED-O(N) 705000 341000
METHOD_DEAFAULT-O(2N) 1502653 342000
METHOD_OPTMIZED-O(N) 710565 342000
METHOD_DEAFAULT-O(2N) 1467002 343000
METHOD_OPTMIZED-O(N) 705750 343000
METHOD_DEAFAULT-O(2N) 1504717 344000
METHOD_OPTMIZED-O(N) 724749 344000
METHOD_DEAFAULT-O(2N) 1553938 345000
METHOD_OPTMIZED-O(N) 702043 345000
METHOD_DEAFAULT-O(2N) 1556608 346000
METHOD_OPTMIZED-O(N) 719911 346000
METHOD_DEAFAULT-O(2N) 1575669 347000
METHOD_OPTMIZED-O(N) 729383 347000
METHOD_DEAFAULT-O(2N) 1545790 348000
METHOD_OPTMIZED-O(N) 727761 348000
METHOD_DEAFAULT-O(2N) 1609425 349000
METHOD_OPTMIZED-O(N) 734439 349000
METHOD_DEAFAULT-O(2N) 1585419 350000
METHOD_OPTMIZED-O(N) 718046 350000
METHOD_DEAFAULT-O(2N) 1603894 351000
METHOD_OPTMIZED-O(N) 726226 351000
METHOD_DEAFAULT-O(2N) 1583634 352000
METHOD_OPTMIZED-O(N) 723935 352000
METHOD_DEAFAULT-O(2N) 1650662 353000
METHOD_OPTMIZED-O(N) 766452 353000
METHOD_DEAFAULT-O(2N) 1617730 354000
METHOD_OPTMIZED-O(N) 728339 354000
METHOD_DEAFAULT-O(2N) 1629152 355000
METHOD_OPTMIZED-O(N) 725942 355000
METHOD_DEAFAULT-O(2N) 1623883 356000
METHOD_OPTMIZED-O(N) 704631 356000
METHOD_DEAFAULT-O(2N) 1695933 357000
METHOD_OPTMIZED-O(N) 730205 357000
METHOD_DEAFAULT-O(2N) 1706238 358000
METHOD_OPTMIZED-O(N) 724815 358000
METHOD_DEAFAULT-O(2N) 1766015 359000
METHOD_OPTMIZED-O(N) 731590 359000
METHOD_DEAFAULT-O(2N) 2132125 360000
METHOD_OPTMIZED-O(N) 770597 360000
METHOD_DEAFAULT-O(2N) 1565275 361000
METHOD_OPTMIZED-O(N) 740568 361000
METHOD_DEAFAULT-O(2N) 1488893 362000
METHOD_OPTMIZED-O(N) 694488 362000
METHOD_DEAFAULT-O(2N) 1512796 363000
METHOD_OPTMIZED-O(N) 764728 363000
METHOD_DEAFAULT-O(2N) 1457573 364000
METHOD_OPTMIZED-O(N) 701824 364000
METHOD_DEAFAULT-O(2N) 1483033 365000
METHOD_OPTMIZED-O(N) 738967 365000
METHOD_DEAFAULT-O(2N) 1490613 366000
METHOD_OPTMIZED-O(N) 724487 366000
METHOD_DEAFAULT-O(2N) 1569462 367000
METHOD_OPTMIZED-O(N) 764798 367000
METHOD_DEAFAULT-O(2N) 1643058 368000
METHOD_OPTMIZED-O(N) 811225 368000
METHOD_DEAFAULT-O(2N) 1607848 369000
METHOD_OPTMIZED-O(N) 788863 369000
METHOD_DEAFAULT-O(2N) 1713517 370000
METHOD_OPTMIZED-O(N) 831289 370000
METHOD_DEAFAULT-O(2N) 1692300 371000
METHOD_OPTMIZED-O(N) 796951 371000
METHOD_DEAFAULT-O(2N) 1595209 372000
METHOD_OPTMIZED-O(N) 765380 372000
METHOD_DEAFAULT-O(2N) 1618974 373000
METHOD_OPTMIZED-O(N) 772244 373000
METHOD_DEAFAULT-O(2N) 1660984 374000
METHOD_OPTMIZED-O(N) 773623 374000
METHOD_DEAFAULT-O(2N) 1664804 375000
METHOD_OPTMIZED-O(N) 803243 375000
METHOD_DEAFAULT-O(2N) 1693159 376000
METHOD_OPTMIZED-O(N) 798689 376000
METHOD_DEAFAULT-O(2N) 1663552 377000
METHOD_OPTMIZED-O(N) 801410 377000
METHOD_DEAFAULT-O(2N) 1719167 378000
METHOD_OPTMIZED-O(N) 800883 378000
METHOD_DEAFAULT-O(2N) 1692697 379000
METHOD_OPTMIZED-O(N) 781592 379000
METHOD_DEAFAULT-O(2N) 1697955 380000
METHOD_OPTMIZED-O(N) 780690 380000
METHOD_DEAFAULT-O(2N) 1729048 381000
METHOD_OPTMIZED-O(N) 789406 381000
METHOD_DEAFAULT-O(2N) 1766397 382000
METHOD_OPTMIZED-O(N) 807492 382000
METHOD_DEAFAULT-O(2N) 1780903 383000
METHOD_OPTMIZED-O(N) 793258 383000
METHOD_DEAFAULT-O(2N) 1868191 384000
METHOD_OPTMIZED-O(N) 808991 384000
METHOD_DEAFAULT-O(2N) 1880341 385000
METHOD_OPTMIZED-O(N) 811526 385000
METHOD_DEAFAULT-O(2N) 2262987 386000
METHOD_OPTMIZED-O(N) 822791 386000
METHOD_DEAFAULT-O(2N) 1724001 387000
METHOD_OPTMIZED-O(N) 825828 387000
METHOD_DEAFAULT-O(2N) 1565188 388000
METHOD_OPTMIZED-O(N) 751950 388000
METHOD_DEAFAULT-O(2N) 1674370 389000
METHOD_OPTMIZED-O(N) 828007 389000
METHOD_DEAFAULT-O(2N) 1676927 390000
METHOD_OPTMIZED-O(N) 818936 390000
METHOD_DEAFAULT-O(2N) 1742859 391000
METHOD_OPTMIZED-O(N) 882197 391000
METHOD_DEAFAULT-O(2N) 1694717 392000
METHOD_OPTMIZED-O(N) 861465 392000
METHOD_DEAFAULT-O(2N) 1761083 393000
METHOD_OPTMIZED-O(N) 869273 393000
METHOD_DEAFAULT-O(2N) 1770885 394000
METHOD_OPTMIZED-O(N) 867214 394000
METHOD_DEAFAULT-O(2N) 1759174 395000
METHOD_OPTMIZED-O(N) 862843 395000
METHOD_DEAFAULT-O(2N) 1754270 396000
METHOD_OPTMIZED-O(N) 849465 396000
METHOD_DEAFAULT-O(2N) 1794176 397000
METHOD_OPTMIZED-O(N) 861322 397000
METHOD_DEAFAULT-O(2N) 1805958 398000
METHOD_OPTMIZED-O(N) 850936 398000
METHOD_DEAFAULT-O(2N) 1755450 399000
METHOD_OPTMIZED-O(N) 835324 399000
METHOD_DEAFAULT-O(2N) 1776718 400000
METHOD_OPTMIZED-O(N) 828276 400000
METHOD_DEAFAULT-O(2N) 1858168 401000
METHOD_OPTMIZED-O(N) 859778 401000
METHOD_DEAFAULT-O(2N) 1782289 402000
METHOD_OPTMIZED-O(N) 833276 402000
METHOD_DEAFAULT-O(2N) 1761820 403000
METHOD_OPTMIZED-O(N) 840082 403000
METHOD_DEAFAULT-O(2N) 1831796 404000
METHOD_OPTMIZED-O(N) 850071 404000
METHOD_DEAFAULT-O(2N) 1894283 405000
METHOD_OPTMIZED-O(N) 869493 405000
METHOD_DEAFAULT-O(2N) 1863692 406000
METHOD_OPTMIZED-O(N) 842766 406000
METHOD_DEAFAULT-O(2N) 1910033 407000
METHOD_OPTMIZED-O(N) 873692 407000
METHOD_DEAFAULT-O(2N) 1933041 408000
METHOD_OPTMIZED-O(N) 854030 408000
METHOD_DEAFAULT-O(2N) 1960824 409000
METHOD_OPTMIZED-O(N) 837594 409000
METHOD_DEAFAULT-O(2N) 2297430 410000
METHOD_OPTMIZED-O(N) 978346 410000
METHOD_DEAFAULT-O(2N) 2887372 411000
METHOD_OPTMIZED-O(N) 1018399 411000
METHOD_DEAFAULT-O(2N) 2224198 412000
METHOD_OPTMIZED-O(N) 982794 412000
METHOD_DEAFAULT-O(2N) 1902056 413000
METHOD_OPTMIZED-O(N) 881765 413000
METHOD_DEAFAULT-O(2N) 1810168 414000
METHOD_OPTMIZED-O(N) 888968 414000
METHOD_DEAFAULT-O(2N) 1969771 415000
METHOD_OPTMIZED-O(N) 984590 415000
METHOD_DEAFAULT-O(2N) 1856557 416000
METHOD_OPTMIZED-O(N) 917554 416000
METHOD_DEAFAULT-O(2N) 1883466 417000
METHOD_OPTMIZED-O(N) 933212 417000
METHOD_DEAFAULT-O(2N) 1890717 418000
METHOD_OPTMIZED-O(N) 924383 418000
METHOD_DEAFAULT-O(2N) 1897151 419000
METHOD_OPTMIZED-O(N) 907016 419000
METHOD_DEAFAULT-O(2N) 1870997 420000
METHOD_OPTMIZED-O(N) 900748 420000
METHOD_DEAFAULT-O(2N) 1938332 421000
METHOD_OPTMIZED-O(N) 923589 421000
METHOD_DEAFAULT-O(2N) 1909002 422000
METHOD_OPTMIZED-O(N) 918929 422000
METHOD_DEAFAULT-O(2N) 1794560 423000
METHOD_OPTMIZED-O(N) 861827 423000
METHOD_DEAFAULT-O(2N) 1810907 424000
METHOD_OPTMIZED-O(N) 855581 424000
METHOD_DEAFAULT-O(2N) 1889071 425000
METHOD_OPTMIZED-O(N) 882332 425000
METHOD_DEAFAULT-O(2N) 1937922 426000
METHOD_OPTMIZED-O(N) 900967 426000
METHOD_DEAFAULT-O(2N) 1894159 427000
METHOD_OPTMIZED-O(N) 849114 427000
METHOD_DEAFAULT-O(2N) 1965867 428000
METHOD_OPTMIZED-O(N) 898716 428000
METHOD_DEAFAULT-O(2N) 2011225 429000
METHOD_OPTMIZED-O(N) 901892 429000
METHOD_DEAFAULT-O(2N) 1792474 430000
METHOD_OPTMIZED-O(N) 749441 430000
METHOD_DEAFAULT-O(2N) 2081560 431000
METHOD_OPTMIZED-O(N) 949484 431000
METHOD_DEAFAULT-O(2N) 2065155 432000
METHOD_OPTMIZED-O(N) 933906 432000
METHOD_DEAFAULT-O(2N) 2158550 433000
METHOD_OPTMIZED-O(N) 945747 433000
METHOD_DEAFAULT-O(2N) 2172933 434000
METHOD_OPTMIZED-O(N) 944280 434000
METHOD_DEAFAULT-O(2N) 2268685 435000
METHOD_OPTMIZED-O(N) 853597 435000
METHOD_DEAFAULT-O(2N) 3385081 436000
METHOD_OPTMIZED-O(N) 826561 436000
METHOD_DEAFAULT-O(2N) 1897704 437000
METHOD_OPTMIZED-O(N) 867864 437000
METHOD_DEAFAULT-O(2N) 2021957 438000
METHOD_OPTMIZED-O(N) 1016995 438000
METHOD_DEAFAULT-O(2N) 1955988 439000
METHOD_OPTMIZED-O(N) 990774 439000
METHOD_DEAFAULT-O(2N) 1933324 440000
METHOD_OPTMIZED-O(N) 976416 440000
METHOD_DEAFAULT-O(2N) 1957713 441000
METHOD_OPTMIZED-O(N) 966847 441000
METHOD_DEAFAULT-O(2N) 2004533 442000
METHOD_OPTMIZED-O(N) 1018215 442000
METHOD_DEAFAULT-O(2N) 1841359 443000
METHOD_OPTMIZED-O(N) 895111 443000
METHOD_DEAFAULT-O(2N) 1999277 444000
METHOD_OPTMIZED-O(N) 966037 444000
METHOD_DEAFAULT-O(2N) 1963997 445000
METHOD_OPTMIZED-O(N) 962853 445000
METHOD_DEAFAULT-O(2N) 1950272 446000
METHOD_OPTMIZED-O(N) 948020 446000
METHOD_DEAFAULT-O(2N) 1982494 447000
METHOD_OPTMIZED-O(N) 918273 447000
METHOD_DEAFAULT-O(2N) 1941872 448000
METHOD_OPTMIZED-O(N) 928829 448000
METHOD_DEAFAULT-O(2N) 2046449 449000
METHOD_OPTMIZED-O(N) 966537 449000
METHOD_DEAFAULT-O(2N) 1977257 450000
METHOD_OPTMIZED-O(N) 948059 450000
METHOD_DEAFAULT-O(2N) 2149755 451000
METHOD_OPTMIZED-O(N) 960535 451000
METHOD_DEAFAULT-O(2N) 2029192 452000
METHOD_OPTMIZED-O(N) 958937 452000
METHOD_DEAFAULT-O(2N) 1990968 453000
METHOD_OPTMIZED-O(N) 929359 453000
METHOD_DEAFAULT-O(2N) 2136198 454000
METHOD_OPTMIZED-O(N) 988503 454000
METHOD_DEAFAULT-O(2N) 2097511 455000
METHOD_OPTMIZED-O(N) 974357 455000
METHOD_DEAFAULT-O(2N) 2207931 456000
METHOD_OPTMIZED-O(N) 1000684 456000
METHOD_DEAFAULT-O(2N) 2250220 457000
METHOD_OPTMIZED-O(N) 1018491 457000
METHOD_DEAFAULT-O(2N) 2302916 458000
METHOD_OPTMIZED-O(N) 1007043 458000
METHOD_DEAFAULT-O(2N) 2484360 459000
METHOD_OPTMIZED-O(N) 900046 459000
METHOD_DEAFAULT-O(2N) 3300250 460000
METHOD_OPTMIZED-O(N) 796166 460000
METHOD_DEAFAULT-O(2N) 1813927 461000
METHOD_OPTMIZED-O(N) 835654 461000
METHOD_DEAFAULT-O(2N) 2012846 462000
METHOD_OPTMIZED-O(N) 990096 462000
METHOD_DEAFAULT-O(2N) 1942835 463000
METHOD_OPTMIZED-O(N) 973156 463000
METHOD_DEAFAULT-O(2N) 1938701 464000
METHOD_OPTMIZED-O(N) 956433 464000
METHOD_DEAFAULT-O(2N) 2098826 465000
METHOD_OPTMIZED-O(N) 1036797 465000
METHOD_DEAFAULT-O(2N) 2021366 466000
METHOD_OPTMIZED-O(N) 985055 466000
METHOD_DEAFAULT-O(2N) 2104825 467000
METHOD_OPTMIZED-O(N) 1060251 467000
METHOD_DEAFAULT-O(2N) 2055531 468000
METHOD_OPTMIZED-O(N) 999137 468000
METHOD_DEAFAULT-O(2N) 2099377 469000
METHOD_OPTMIZED-O(N) 1003274 469000
METHOD_DEAFAULT-O(2N) 2158512 470000
METHOD_OPTMIZED-O(N) 1018111 470000
METHOD_DEAFAULT-O(2N) 2098951 471000
METHOD_OPTMIZED-O(N) 1019364 471000
METHOD_DEAFAULT-O(2N) 2122394 472000
METHOD_OPTMIZED-O(N) 1011006 472000
METHOD_DEAFAULT-O(2N) 2149373 473000
METHOD_OPTMIZED-O(N) 1044567 473000
METHOD_DEAFAULT-O(2N) 2165629 474000
METHOD_OPTMIZED-O(N) 1028975 474000
METHOD_DEAFAULT-O(2N) 2052923 475000
METHOD_OPTMIZED-O(N) 884155 475000
METHOD_DEAFAULT-O(2N) 2207306 476000
METHOD_OPTMIZED-O(N) 1032593 476000
METHOD_DEAFAULT-O(2N) 2235417 477000
METHOD_OPTMIZED-O(N) 1079566 477000
METHOD_DEAFAULT-O(2N) 2285167 478000
METHOD_OPTMIZED-O(N) 1062121 478000
METHOD_DEAFAULT-O(2N) 2338195 479000
METHOD_OPTMIZED-O(N) 1073382 479000
METHOD_DEAFAULT-O(2N) 2409305 480000
METHOD_OPTMIZED-O(N) 1085194 480000
METHOD_DEAFAULT-O(2N) 2454718 481000
METHOD_OPTMIZED-O(N) 1068426 481000
METHOD_DEAFAULT-O(2N) 2440049 482000
METHOD_OPTMIZED-O(N) 1021783 482000
METHOD_DEAFAULT-O(2N) 3677542 483000
METHOD_OPTMIZED-O(N) 926998 483000
METHOD_DEAFAULT-O(2N) 1920024 484000
METHOD_OPTMIZED-O(N) 905605 484000
METHOD_DEAFAULT-O(2N) 1982830 485000
METHOD_OPTMIZED-O(N) 966969 485000
METHOD_DEAFAULT-O(2N) 2050846 486000
METHOD_OPTMIZED-O(N) 1042674 486000
METHOD_DEAFAULT-O(2N) 2053353 487000
METHOD_OPTMIZED-O(N) 1042297 487000
METHOD_DEAFAULT-O(2N) 2207586 488000
METHOD_OPTMIZED-O(N) 1112844 488000
METHOD_DEAFAULT-O(2N) 2582280 489000
METHOD_OPTMIZED-O(N) 1267894 489000
METHOD_DEAFAULT-O(2N) 2524743 490000
METHOD_OPTMIZED-O(N) 1193076 490000
METHOD_DEAFAULT-O(2N) 2416391 491000
METHOD_OPTMIZED-O(N) 1155531 491000
METHOD_DEAFAULT-O(2N) 2308201 492000
METHOD_OPTMIZED-O(N) 1120058 492000
METHOD_DEAFAULT-O(2N) 2291900 493000
METHOD_OPTMIZED-O(N) 1120069 493000
METHOD_DEAFAULT-O(2N) 2637691 494000
METHOD_OPTMIZED-O(N) 1247960 494000
METHOD_DEAFAULT-O(2N) 2391714 495000
METHOD_OPTMIZED-O(N) 1152088 495000
METHOD_DEAFAULT-O(2N) 2366166 496000
METHOD_OPTMIZED-O(N) 1142677 496000
METHOD_DEAFAULT-O(2N) 2241124 497000
METHOD_OPTMIZED-O(N) 980208 497000
METHOD_DEAFAULT-O(2N) 2544404 498000
METHOD_OPTMIZED-O(N) 1158915 498000
METHOD_DEAFAULT-O(2N) 2796989 499000
METHOD_OPTMIZED-O(N) 1287697 499000
METHOD_DEAFAULT-O(2N) 2654320 500000
METHOD_OPTMIZED-O(N) 1251042 500000
